"","Melanocytic","Transitory.Melanocytic","Transitory","Int.Neural.crest.like","Neural.crest.like","Undifferentiated.Neural.crest.like","Undifferentiated"
"Melanoma_tumor_sample_from_patient_1",5.9326,11.4883,0.8613,3.1153,2.32,1.6194,-6.876
"Melanoma_tumor_sample_from_patient_2",1.357,6.4452,1.5024,3.0924,1.0282,-0.854,-7.5562
"Melanoma_tumor_sample_from_patient_3",7.8149,11.9951,1.2934,1.5018,3.7899,3.6238,-2.7329
"Melanoma_tumor_sample_from_patient_4",2.0517,9.2519,3.4529,4.2536,2.3724,-0.3571,-6.5803
"Melanoma_tumor_sample_from_patient_5",4.8287,13.2442,3.2773,3.3842,1.0466,-2.429,-8.2502
"Melanoma_tumor_sample_from_patient_6",2.5029,8.1485,2.071,1.0198,2.356,-1.1888,-6.9784
"Melanoma_tumor_sample_from_patient_7",8.0123,10.3982,-1.4895,-0.8191,0.0319,0.0105,-7.9249
"Melanoma_tumor_sample_from_patient_8",4.6846,8.8286,0.5558,0.0242,3.1667,4.4055,-3.9197
"Melanoma_tumor_sample_from_patient_9",1.4764,7.8388,3.9006,3.8832,1.8479,-0.3658,-7.7694
"Melanoma_tumor_sample_from_patient_10",0.774,9.235,4.6944,5.363,1.307,1.1654,-8.2688
"Melanoma_tumor_sample_from_patient_11",4.3651,9.1907,1.49,1.1912,1.6976,1.554,-2.4332
"Melanoma_tumor_sample_from_patient_12",7.1179,12.8239,-0.4062,-1.1082,-2.0474,-4.7837,-8.2995
"Melanoma_tumor_sample_from_patient_13",0.235,6.7141,4.5978,5.3104,5.5719,4.2516,-7.2672
"Melanoma_tumor_sample_from_patient_14",6.1206,6.4187,-0.5588,-0.2904,0.8807,1.2596,-5.5324
"Melanoma_tumor_sample_from_patient_15",4.4663,11.6122,3.5402,1.6506,2.0336,-0.5276,-7.713
"Melanoma_tumor_sample_from_patient_16",-2.7548,-2.0225,0.8106,4.2649,2.5963,2.6338,-6.2664
"Melanoma_tumor_sample_from_patient_17",8.1384,10.2254,-0.2704,-2.4218,0.6167,1.5477,-6.3124
"Melanoma_tumor_sample_from_patient_18",-2.3091,0.1078,2.0459,2.7184,4.3537,6.279,-2.2724
"Melanoma_tumor_sample_from_patient_19",3.5381,12.2732,3.1471,4.8127,2.7987,2.1912,-5.7496
"Melanoma_tumor_sample_from_patient_20",2.8689,9.2675,3.6533,1.4535,1.9153,-1.0142,-7.2625
"Melanoma_tumor_sample_from_patient_21",0.0086,0.9707,0.0197,6.9161,7.7402,6.1847,-4.8918
"Melanoma_tumor_sample_from_patient_22",7.0589,10.7961,0.5376,0.2513,1.9543,1.2205,-7.0452
"Melanoma_tumor_sample_from_patient_23",5.7371,11.9603,1.2905,3.0645,-0.3698,-1.5808,-8.6966
"Melanoma_tumor_sample_from_patient_24",4.442,7.7148,-0.9166,0.048,-1.4879,-0.9484,-6.4957
"Melanoma_tumor_sample_from_patient_25",5.232,11.6977,2.3965,3.069,0.2147,-0.6354,-7.2657
"Melanoma_tumor_sample_from_patient_26",0.4776,-0.0462,-2.2475,-0.2744,1.3397,-0.7189,-6.4857
"Melanoma_tumor_sample_from_patient_27",-4.7134,-1.5262,1.3765,5.1511,1.3139,1.3174,-7.7162
"Melanoma_tumor_sample_from_patient_28",2.6235,5.1137,-4.0347,-0.2626,-1.2464,-2.1561,-9.3042
"Melanoma_tumor_sample_from_patient_29",3.577,11.4782,1.9711,5.6559,0.2367,-0.7774,-8.6784
"Melanoma_tumor_sample_from_patient_30",2.8503,6.2804,1.7676,5.1311,4.7797,3.0351,-5.5012
"Melanoma_tumor_sample_from_patient_31",3.1808,4.8209,1.721,1.1169,2.9212,3.1863,-4.8242
