"","Melanocytic","Transitory.Melanocytic","Transitory","Int.Neural.crest.like","Neural.crest.like","Undifferentiated.Neural.crest.like","Undifferentiated"
"GSM476606",1.2398,3.2374,0.7679,3.3941,7.3634,12.4118,3.362
"GSM476607",5.521,7.8208,0.7449,2.4963,6.5785,11.9677,4.2287
"GSM476608",2.1099,4.3474,3.5403,5.0347,6.7239,7.5438,1.1403
"GSM476609",3.0113,2.0498,-0.132,-1.5251,2.3863,3.8453,1.3774
"GSM476610",9.3775,13.6472,0.9583,1.9443,4.1651,2.4221,-3.8276
"GSM476611",1.7271,-0.1724,-1.88,-1.4289,3.6376,10.6753,5.3939
"GSM476612",-1.2707,2.3883,0.7511,6.3705,7.1396,10.0166,-1.2964
"GSM476613",9.5495,11.3784,-0.1301,0.4879,0.3176,0.9556,-3.673
"GSM476614",9.6709,12.1833,0.9526,1.1038,1.6722,1.4844,-2.8526
"GSM476615",7.0947,11.7459,3.0199,0.7122,1.5735,-1.1054,-1.8747
"GSM476616",3.1903,1.1324,1.7505,-1.376,3.7529,5.104,3.2119
"GSM476617",7.719,14.5732,2.7452,2.2362,0.8176,-1.6035,-3.3895
"GSM476618",2.1882,4.3791,1.4115,2.393,5.1545,10.2105,2.9001
"GSM476619",11.1316,14.8615,0.8062,1.659,2.9274,2.7972,-1.5483
"GSM476620",2.4743,9.2074,1.1896,4.3405,-0.3044,-1.7364,-3.4387
"GSM476621",3.7086,3.3066,1.9867,1.9786,6.6703,10.9308,7.2448
"GSM476622",1.1915,0.462,-0.1332,-0.588,3.7046,9.7761,4.473
"GSM476623",6.0827,12.4717,3.5215,3.2343,0.4546,-0.8221,-2.6119
"GSM476624",9.3191,13.7074,0.4541,0.3431,0.5756,-2.0187,-2.7651
"GSM476625",10.1282,13.6901,0.8918,2.2308,4.5206,5.2464,-0.6333
"GSM476626",3.7825,12.7768,4.8614,3.4193,1.5685,2.8481,-1.3104
"GSM476627",2.561,11.6107,4.3248,3.2349,0.4186,0.8332,-3.595
"GSM476628",-0.5452,4.4946,2.3698,7.0594,5.0602,7.2834,-1.6959
"GSM476629",6.2912,10.0032,3.2793,6.8988,5.8675,6.7953,-1.1177
"GSM476630",-0.7235,4.6491,1.7838,7.3513,6.3016,11.6897,-0.8136
"GSM476631",7.7323,13.4976,2.926,4.8495,4.3671,2.9017,-2.2505
"GSM476632",10.2797,11.9978,1.6428,2.5631,3.3153,2.6078,-0.8115
"GSM476633",9.5563,12.6187,1.8919,2.7081,3.5425,4.1182,-0.9885
"GSM476634",8.0147,13.2071,3.3528,2.651,2.4881,2.3845,-4.2307
"GSM476635",9.4165,13.2102,1.9037,2.9969,4.0552,4.1774,-0.8054
"GSM476636",7.4606,12.6256,3.1819,3.1907,2.4555,2.0776,-1.0897
"GSM476637",2.8061,11.981,6.9768,5.3409,3.6755,4.0293,-3.6726
"GSM476638",7.9069,13.1707,0.4222,2.303,2.0171,2.2729,-2.7751
"GSM476639",7.9747,13.6553,2.7196,3.1549,2.8702,3.975,-3.1427
"GSM476640",4.963,5.9502,3.6129,3.1413,6.7299,11.7397,5.9528
"GSM476641",5.5149,13.9555,5.2476,3.9379,3.6349,4.8476,-1.3319
"GSM476642",-0.7047,10.0263,7.3785,8.2341,6.9442,7.5135,-2.1813
"GSM476643",6.7103,11.6821,2.1656,1.7956,4.0266,4.2145,-1.1038
"GSM476644",8.4723,10.8093,0.4043,-0.9711,4.0318,6.8104,-1.1189
"GSM476645",8.3935,10.5426,1.118,1.2193,3.3067,5.3527,-0.7687
"GSM476646",7.4705,14.8513,3.8773,3.0311,2.4356,1.8381,-3.8607
"GSM476647",7.7345,11.2874,3.6104,3.1136,4.4166,4.5003,-1.7321
"GSM476648",1.4661,9.764,4.8938,5.2817,1.2446,2.417,-3.3885
"GSM476649",5.837,12.5172,2.419,3.3711,4.4137,2.127,-2.4007
