"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"Cell_Line_FS_11_Highly_Invasive_Irradiated_1Hour",1.9876,11.8696,2.7192,7.3478,-8.2183,8.5207,0.585231193926846,-2.5393760839196
"Cell_Line_FS_11_Highly_Invasive_Irradiated_1Day",4.4253,10.3279,3.0237,7.4373,-8.1013,8.1712,0.558730158730159,-1.85497542073533
"Cell_Line_FS_11_Highly_Invasive_Not_Irradiated_1Day",4.2833,11.4255,3.6911,7.5372,-8.1802,7.9442,0.640441683919945,-1.83606698813273
"Cell_Line_FS_11_Highly_Invasive_Irradiated_5Day",4.8576,12.3647,3.5138,8.2468,-7.6795,8.4636,0.565907522429261,-1.33087992642737
"Cell_Line_FS_12_Poorly_Invasive_Irradiated_1Hour",14.5206,-5.344,9.0384,1.8449,-7.8191,7.6428,0.561352657004831,1.03221798996256
"Cell_Line_FS_12_Poorly_Invasive_Irradiated_1Day",16.9679,-4.5923,9.2897,-0.1844,-8.3277,7.3503,0.543409247757074,-0.568655340435544
"Cell_Line_FS_12_Poorly_Invasive_Not_Irradiated_1Day",14.5078,-5.836,7.8101,0.3201,-8.3171,8.0325,0.548930296756384,0.497096774605588
"Cell_Line_FS_12_Poorly_Invasive_Irradiated_5Day",16.7765,-1.8761,9.1274,0.1837,-7.8822,6.871,0.538164251207729,0.143342916779961
"Cell_Line_FS_13_Poorly_Invasive_Irradiated_1Hour",20.773,-7.2813,10.2989,-0.7012,-6.7209,6.9303,0.53719806763285,5.18295132693743
"Cell_Line_FS_13_Poorly_Invasive_Irradiated_1Day",21.436,-8.0539,10.3782,-1.1949,-7.0567,6.7378,0.515942028985507,5.20464101458397
"Cell_Line_FS_13_Poorly_Invasive_Not_Irradiated_1Day",21.317,-7.4793,10.7204,-1.7393,-7.0607,6.6142,0.546031746031746,4.95269112190692
"Cell_Line_FS_13_Poorly_Invasive_Irradiated_5Day",19.9128,-1.6647,11.1282,1.0609,-5.8525,6.8217,0.491097308488613,5.31729877583772
"Cell_Line_FS_7_Poorly_Invasive_Irradiated_1Hour",17.1216,-8.5603,10.602,-4.5495,-8.0154,6.6283,0.481297446514838,-1.20218089236681
"Cell_Line_FS_7_Poorly_Invasive_Irradiated_1Day",18.7643,-9.3777,11.0081,-4.6498,-6.69,6.3492,0.469151138716356,-1.56927624760062
"Cell_Line_FS_7_Poorly_Invasive_Not_Irradiated_1Day",19.0232,-8.2882,10.4458,-4.3348,-7.8017,6.1361,0.435886818495514,-1.3247237443841
"Cell_Line_FS_7_Poorly_Invasive_Irradiated_5Day",19.4708,-9.2861,10.5137,-5.1098,-7.0941,5.6439,0.432298136645963,-0.755477661211762
"Cell_Line_FS_9_Highly_Invasive_Irradiated_1Hour",-6.213,16.9767,-2.2315,9.488,-7.5786,8.7019,0.618909592822636,-2.44130357083642
"Cell_Line_FS_9_Highly_Invasive_Irradiated_1Day",-5.2141,16.9735,-1.5136,8.1171,-7.958,9.6504,0.619185645272602,-2.7878280326442
"Cell_Line_FS_9_Highly_Invasive_Not_Irradiated_1Day",-4.7045,17.1565,-1.6048,8.5686,-7.2396,8.5135,0.607453416149068,-2.49483700263638
"Cell_Line_FS_9_Highly_Invasive_Irradiated_5Day",-4.6593,17.689,-0.5138,9.1726,-7.7991,9.0099,0.619875776397515,-1.6246590092833
