"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"X5PT.FBScontrol1",-11.0939,0.5583,-3.672,3.324,-1.9988,0.6447,0.177018633540373,-7.82820115089863
"X5PT.FBScontrol2",-13.79,0.4416,-5.2296,3.1795,-1.1308,0.6878,0.195652173913043,-7.47473804651283
"X5PT.FBScontrol3",-9.9845,4.0867,-7.8185,3.6373,-1.3173,-1.1921,0.111801242236025,-8.51309795745456
"X5PT.FBSVemurafenib1",1.3078,2.9318,4.1864,-2.3598,1.2291,0.1248,-0.0838509316770186,5.55728399964712
"X5PT.FBSVemurafenib2",-1.2796,2.8377,1.962,-0.3756,0.1878,0.3779,0.167701863354037,8.99807093841969
"X5PT.FBSVemurafenib3",1.9977,4.7075,1.3172,-1.4757,-0.9844,-0.3121,-0.167701863354037,13.7630190534335
"Patient1.control1",4.4162,-0.8106,-2.2196,-0.9532,0.854,0.1656,0.15527950310559,-6.11608039302114
"Patient1.control2",1.7056,-1.2533,-2.5088,-1.8021,1.4886,-1.3711,-0.195652173913043,-6.28866964571763
"Patient1.control3",-5.4307,-0.8763,-0.2467,0.2898,-0.0541,-0.9462,0.170807453416149,-7.84279823555456
"Patient1.Vemurafenib1",0.4183,-5.9061,6.2152,-3.281,-3.1677,-1.4093,-0.177018633540373,13.1026789846945
"Patient1.Vemurafenib2",6.4568,-5.0368,5.3958,-2.2233,0.4854,-2.1426,-0.236024844720497,9.00964093636523
"Patient1.Vemurafenib3",4.6904,-1.9732,4.9931,-3.4786,0.2401,-0.6837,-0.0993788819875776,12.8226460144748
"Patient2.control1",4.491,-0.9236,-0.4442,-0.6952,1.3616,-0.4214,0.127329192546584,-11.1002061683666
"Patient2.control2",2.1024,-2.2945,-2.4701,0.1343,-0.5462,-1.9734,-0.177018633540373,-6.92061550566665
"Patient2.control3",5.1472,-1.8788,-2.2554,0.1711,1.5506,-0.8878,-0.149068322981366,-8.21395505948394
"Patient2.Vemurafenib1",5.6223,0.5286,4.3955,-2.1567,0.9937,-0.9563,0.167701863354037,12.7938198117292
"Patient2.Vemurafenib2",-2.1112,-2.4739,4.5157,-1.6872,0.8956,-0.2498,-0.15527950310559,9.34938125426989
"Patient2.Vemurafenib3",1.8879,-2.5121,6.1963,-1.8959,-2.677,-0.425,0.124223602484472,9.17132105547189
"Patient3.control1",-7.0873,0.9215,-6.6399,2.154,0.4999,2.4712,0.217391304347826,-12.8951089066133
"Patient3.control2",-11.4032,2.6871,-8.3075,2.6775,-0.3934,1.9195,0.208074534161491,-9.02480647287489
"Patient3.control3",-8.728,3.3254,-8.1548,3.7066,1.1212,1.3562,0.15527950310559,-10.2570491364575
"Patient3.Vemurafenib1",9.8485,-0.6254,3.8361,-0.4175,0.9882,-0.0485,0.118012422360248,1.83638518558581
"Patient3.Vemurafenib2",5.5952,1.7663,0.374,3.1508,1.2215,0.356,-0.0993788819875776,3.75493473417027
"Patient3.Vemurafenib3",5.1922,-1.4046,2.0404,0.1108,2.3814,-0.7856,-0.186335403726708,2.31614471036026
