"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"Melanoma_tumor_sample_from_patient_1",22.0222,4.8009,9.9212,3.5068,-3.49,13.8223,0.467065341658605,1.82203356694519
"Melanoma_tumor_sample_from_patient_2",11.0133,3.6436,7.5651,2.0497,-3.9298,12.7368,0.436373230146865,1.09117132592024
"Melanoma_tumor_sample_from_patient_3",23.7472,8.3491,11.4971,5.539,4.8762,12.357,0.306261542520447,7.15879383129585
"Melanoma_tumor_sample_from_patient_4",18.2116,4.1158,9.5882,3.6298,-4.6808,12.6252,0.443540585700466,-3.18016340336947
"Melanoma_tumor_sample_from_patient_5",21.9027,-3.403,11.7816,2.0583,-2.2856,9.9657,0.355729487292235,3.28489707906773
"Melanoma_tumor_sample_from_patient_6",14.0151,3.9593,9.2032,2.2401,-5.124,12.3165,0.463239820596254,0.986749532440136
"Melanoma_tumor_sample_from_patient_7",20.912,2.8701,10.8724,2.6456,-3.9984,11.991,0.411221528449565,1.59589528859858
"Melanoma_tumor_sample_from_patient_8",16.8038,8.8775,10.9741,5.655,-3.663,12.2495,0.431844164981092,0.612693663397025
"Melanoma_tumor_sample_from_patient_9",13.568,6.4342,9.7137,2.1945,-6.4681,14.4036,0.518512004221265,-2.05281840364487
"Melanoma_tumor_sample_from_patient_10",18.3402,4.4406,9.4946,2.2443,-5.7907,13.3783,0.56195585260751,-2.60171497124637
"Melanoma_tumor_sample_from_patient_11",17.7105,5.3869,10.4937,3.183,4.0434,14.6797,0.245229091548676,8.99726787962992
"Melanoma_tumor_sample_from_patient_12",23.3179,-1.6042,10.6621,-1.3186,-4.875,10.2028,0.393852783396359,3.71391864891707
"Melanoma_tumor_sample_from_patient_13",15.8138,9.6076,8.1594,5.4145,-4.3491,16.5713,0.498812769325477,-5.01076269799062
"Melanoma_tumor_sample_from_patient_14",14.8028,8.277,8.1988,3.5127,-4.6284,14.0742,0.513982939055492,1.75704421382301
"Melanoma_tumor_sample_from_patient_15",20.4325,3.7632,9.7946,1.9452,-3.5908,12.6466,0.373230146864832,1.33320557231008
"Melanoma_tumor_sample_from_patient_16",8.8141,5.428,2.931,2.9957,-5.6132,12.9059,0.429777504177293,-4.6943765256074
"Melanoma_tumor_sample_from_patient_17",18.6485,7.2419,11.0557,3.57,-3.8564,14.4922,0.514334711107203,0.744708985953849
"Melanoma_tumor_sample_from_patient_18",5.4854,13.0571,1.5773,7.4509,-7.3302,17.5655,0.586975639785419,-5.06074708974442
"Melanoma_tumor_sample_from_patient_19",19.8967,7.0837,10.1965,3.521,-4.6405,15.6846,0.549555887784715,2.69794765224247
"Melanoma_tumor_sample_from_patient_20",14.5268,4.5551,10.7111,2.2898,-5.181,14.1397,0.532407000263829,-2.99086780441708
"Melanoma_tumor_sample_from_patient_21",11.4472,13.7145,4.5468,6.7153,-5.6301,15.6372,0.53772755254595,-5.14423899445084
"Melanoma_tumor_sample_from_patient_22",19.1443,5.6208,10.118,4.0291,-3.4789,14.4409,0.468692287397766,0.0907153177961177
"Melanoma_tumor_sample_from_patient_23",22.5563,-0.1969,10.2357,2.0053,-4.1581,10.4229,0.405900976167443,-0.594907897674176
"Melanoma_tumor_sample_from_patient_24",15.7704,3.8128,10.1597,2.091,-5.4234,11.7883,0.451323542344561,-0.780736364683037
"Melanoma_tumor_sample_from_patient_25",21.5181,2.328,9.9415,2.7737,-4.137,12.5383,0.405900976167443,1.26385570346034
"Melanoma_tumor_sample_from_patient_26",4.3674,4.2619,4.1939,1.9284,-6.0119,10.9689,0.458271040365843,-0.930026357773883
"Melanoma_tumor_sample_from_patient_27",4.735,3.6523,2.5183,3.3414,-8.1247,13.3142,0.474012839679887,-5.3190788182934
"Melanoma_tumor_sample_from_patient_28",12.3496,-2.6673,6.706,-0.5693,-4.9623,5.6062,0.26396095330226,-2.090050279536
"Melanoma_tumor_sample_from_patient_29",20.0286,2.8934,10.4023,1.8326,-5.8492,14.3754,0.511432591680591,1.59672403308654
"Melanoma_tumor_sample_from_patient_30",15.2229,9.5601,9.6839,5.0471,-5.061,16.4572,0.544455193034913,-4.29457668948803
"Melanoma_tumor_sample_from_patient_31",13.9234,9.3486,7.1198,4.7869,-4.4259,14.5312,0.503561692023569,-0.993830431487027
"Melanoma_tumor_sample_from_patient_32",20.5046,5.0728,10.8471,2.7984,-5.5703,16.2245,0.503781549555888,1.57800700298566
"Melanoma_tumor_sample_from_patient_33",16.6479,4.9009,8.2674,0.7074,-4.9779,13.5039,0.491513499252484,0.752730483658901
"Melanoma_tumor_sample_from_patient_34",12.3712,8.9501,7.9425,3.9399,-4.2919,15.3214,0.476211415003078,-0.0735468495778093
"Melanoma_tumor_sample_from_patient_35",18.2785,7.1246,10.2147,3.8283,-4.0608,12.72,0.42766687186703,1.19857758347965
"Melanoma_tumor_sample_from_patient_36",19.9481,6.4296,10.6922,4.569,-3.6836,15.6891,0.475859642951368,-0.791041803098828
"Melanoma_tumor_sample_from_patient_37",19.8608,-3.9125,11.4355,-1.4205,-4.7179,8.2185,0.391874065605488,2.88582085513531
"Melanoma_tumor_sample_from_patient_38",15.009,4.3818,10.7022,3.6465,-5.1154,13.3486,0.476343329522469,-0.557814166442469
"Melanoma_tumor_sample_from_patient_39",8.946,15.865,4.9957,7.5542,-4.1894,18.6135,0.61837129540058,-6.29931345460604
"Melanoma_tumor_sample_from_patient_40",11.978,12.9429,6.7427,6.1129,-4.4866,19.5004,0.566924632837921,-3.55805528239149
"Melanoma_tumor_sample_from_patient_41",14.6265,6.6314,10.6407,3.1866,-5.2774,16.0254,0.557426787441738,0.736201896406286
"Melanoma_tumor_sample_from_patient_42",7.4706,10.0954,6.4443,3.7485,-5.1752,15.838,0.546082138774074,-2.57136619429436
"Melanoma_tumor_sample_from_patient_43",24.7379,5.5348,12.127,3.8905,-3.7061,14.9588,0.457215724210711,3.03552237724283
"Melanoma_tumor_sample_from_patient_44",17.4125,-2.6512,9.425,1.0527,-5.3403,10.727,0.370547884970539,-4.10688868062154
"Melanoma_tumor_sample_from_patient_45",17.9084,-1.993,11.0857,-0.1327,-4.4451,8.5297,0.336030252396447,2.66520742869697
