"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"MALME3M_shRNA647__1_",4.1875,-9.5558,7.4561,-4.3596,-10.3056,4.9091,0.482872200263505,-1.34120607739051
"MALME3M_shRNA647__2_",2.966,-8.5695,7.2556,-4.2835,-11.0334,4.713,0.470355731225296,-1.53053010840851
"COLO829_shRNA647__1_",8.2168,-13.8431,9.2774,-5.9809,-13.177,3.939,0.492094861660079,-8.24261346503203
"COLO829_shRNA647__2_",6.8553,-13.8381,9.4119,-6.7057,-12.0761,4.127,0.500329380764163,-7.50205192834489
"UACC257_shRNA647__1_",13.9186,-17.0251,9.7116,-9.1421,-10.3947,2.32,0.324769433465086,11.4318634165304
"UACC257_shRNA647__2_",13.5914,-15.6769,9.7978,-8.4285,-10.4882,2.4057,0.336297760210804,10.4079726707656
"SK_MEL_2_shRNA647__1_",2.1745,-14.2362,7.5668,-5.7921,-13.0515,1.4617,0.384057971014493,-1.54256671914063
"SK_MEL_2_shRNA647__2_",1.8728,-13.9139,7.7839,-5.8633,-13.0808,1.7627,0.383069828722003,-1.43161214917332
"MALME3M_shRNA645__1_",1.9944,-8.9249,7.4041,-4.5493,-10.7624,4.6052,0.467391304347826,-3.16484678445279
"MALME3M_shRNA645__2_",2.0571,-8.3644,6.8771,-4.6877,-10.3415,4.4463,0.481884057971014,-2.94570789306016
"COLO829_shRNA645__1_",7.098,-14.1641,9.1532,-6.45,-12.8603,4.2251,0.500329380764163,-8.16628013370516
"COLO829_shRNA645__2_",7.015,-13.6799,9.0907,-6.8681,-12.1831,4.4168,0.493083003952569,-8.07397062193559
"UACC257_shRNA645__1_",14.2499,-17.3462,9.7704,-8.4897,-9.8016,2.1306,0.352766798418972,9.53177622457822
"UACC257_shRNA645__2_",13.8873,-16.4304,9.8416,-8.2433,-9.6331,2.0747,0.329051383399209,9.80290077220752
"SK_MEL_2_shRNA645__1_",1.8037,-14.1199,7.5679,-5.4662,-13.0474,2.3093,0.385046113306983,-2.62080189721558
"SK_MEL_2_shRNA645__2_",1.0117,-13.0412,6.8155,-4.9128,-12.4273,1.9312,0.403491436100132,-2.56773128975854
"MALME3M_NT_shRNA__1_",10.637,-13.1332,9.225,-4.882,-9.2282,5.7791,0.511857707509881,2.85453829567678
"MALME3M_NT_shRNA__2_",12.0039,-15.6674,9.4248,-6.1904,-10.9081,4.5296,0.509552042160738,2.44200834219189
"COLO829_NT_shRNA__1_",9.0178,-14.6658,8.9844,-6.6111,-13.1392,4.6407,0.47068511198946,-7.94212606176781
"COLO829_NT_shRNA__2_",8.4929,-15.3851,9.3012,-6.4534,-13.2789,4.2452,0.499341238471673,-8.04080252489827
"UACC257_NT_shRNA__1_",17.0663,-19.8453,11.3357,-9.4888,-9.9318,3.0026,0.340909090909091,12.6152423011628
"UACC257_NT_shRNA__2_",18.1033,-19.224,11.2162,-8.838,-9.4226,2.1691,0.361989459815547,12.3640071499746
"SK_MEL_2_NT_shRNA__1_",1.6652,-12.8153,7.2152,-4.5853,-13.6817,2.7928,0.422266139657444,-3.00831251302391
"SK_MEL_2_NT_shRNA__2_",2.0978,-12.6208,7.9468,-4.5959,-13.735,2.4053,0.428524374176548,-3.32914900578006
