"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"Metastatic_Melanoma_Sample_C007",-1.8018,-1.9861,-1.5583,-2.5309,-8.8695,6.2589,0.363143631436314,-6.02144134757255
"Metastatic_Melanoma_Sample_C009",10.3511,-4.2694,6.6949,-5.0574,-6.4224,6.9344,0.311246612466125,-5.52644852945852
"Metastatic_Melanoma_Sample_C010",9.178,-4.03,7.3022,-4.8023,-9.6261,6.2528,0.347922312556459,-6.4732264671933
"Metastatic_Melanoma_Sample_C012",12.7034,-10.3895,10.2712,-5.6308,-8.5036,1.328,0.250587172538392,-3.77853794485781
"Metastatic_Melanoma_Sample_C014",2.4507,3.2516,0.2121,2.4648,-8.8309,11.4284,0.44286359530262,-8.70534128841872
"Metastatic_Melanoma_Sample_C015",10.2857,-5.784,8.4091,-5.2056,-9.3789,7.6274,0.355194218608853,-7.37847453790797
"Metastatic_Melanoma_Sample_C018",12.7036,-4.454,9.2119,-4.2254,-7.3664,5.3644,0.288617886178862,-2.79989108882907
"Metastatic_Melanoma_Sample_C021",2.7067,-5.6027,-0.9167,-1.2414,-10.4044,8.7407,0.427190605239386,-9.39542082208769
"Metastatic_Melanoma_Sample_C022",9.5281,-10.8154,10.631,-6.916,-8.7834,1.1382,0.220144534778681,-3.70799510859246
"Metastatic_Melanoma_Sample_C024",8.6918,-8.1,8.7087,-4.6461,-8.657,2.6148,0.27416440831075,-4.95942626142079
"Metastatic_Melanoma_Sample_C025",4.8182,-8.134,5.2059,-3.5867,-9.7759,2.1973,0.317886178861789,-8.45234837026041
"Metastatic_Melanoma_Sample_C027",15.1675,-7.8408,9.8462,-6.3613,-9.4018,1.9542,0.29159891598916,-3.67119705020243
"Metastatic_Melanoma_Sample_C038",6.2878,-2.913,1.4303,-1.2827,-10.0668,9.5508,0.465085817524842,-10.3347210246596
"Metastatic_Melanoma_Sample_MM_A",13.0793,-5.688,9.411,-4.8429,-7.9001,6.5702,0.332068654019874,-4.20606044165049
"Metastatic_Melanoma_Sample_MM_B",6.7792,1.7492,5.625,-1.4135,-10.2213,10.9444,0.513369467028004,-10.7827544266549
"Metastatic_Melanoma_Sample_MM_E",0.963,5.2275,1.689,3.6337,-7.8241,14.2956,0.53256549232159,-9.30017802331204
"Metastatic_Melanoma_Sample_MM_F",11.1849,-5.5231,8.4495,-4.5837,-6.8145,3.4251,0.248464317976513,-5.4959310108137
"Metastatic_Melanoma_Sample_MM_H",12.1705,-6.4525,8.7876,-5.5579,-6.7411,3.9871,0.270325203252033,-10.3102185158414
"Metastatic_Melanoma_Sample_MM_I",10.9707,-5.64,9.6535,-4.7452,-7.8068,3.899,0.290243902439024,-8.33911852713403
"Metastatic_Melanoma_Sample_MM_K",11.6419,-2.6295,9.8109,-2.095,-8.1601,8.6243,0.374841915085818,-4.77664339272134
"Metastatic_Melanoma_Sample_MM_L",-3.1564,5.5491,-3.9177,3.3523,-7.5972,7.5286,0.401490514905149,-8.29632539651244
"Metastatic_Melanoma_Sample_101_6",14.5277,-1.3594,9.7224,-1.7378,-8.0195,11.9369,0.480307136404697,-4.37923747608315
"Metastatic_Melanoma_Sample_102_2",11.3476,-7.3868,9.0345,-3.399,-7.2754,7.6749,0.440198735320687,-10.8223914997883
"Metastatic_Melanoma_Sample_104_2",13.7989,-7.9449,10.0577,-4.781,-4.74,3.5827,0.18446251129178,-0.830826458062091
"Metastatic_Melanoma_Sample_104_3",13.8367,-4.3959,10.3868,-4.1731,-6.646,9.1213,0.393089430894309,-3.00486259042538
"Metastatic_Melanoma_Sample_104_4",14.9191,-0.379,9.9639,-1.1842,-1.0507,11.3766,0.340379403794038,8.79785133524901
"Metastatic_Melanoma_Sample_105_1",12.4322,-6.3842,9.1728,-4.0521,-5.6856,5.5028,0.33130081300813,-6.82706263286389
"Metastatic_Melanoma_Sample_105_2",11.9971,2.2271,6.6585,1.1825,-6.9439,15.6532,0.623125564588979,-8.18726298053404
