"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"CtrlshRNA19031313088A",21.4336,-9.3957,10.7065,-2.7293,-6.0023,6.5503,0.420289855072464,3.84142582827887
"CtrlshRNA19031313088B",22.4361,-8.396,11.0063,-2.2425,-5.6257,6.7482,0.428073000536769,3.97566872655725
"CtrlshRNA19031313088C",22.4927,-9.2991,10.4369,-2.0528,-6.0457,6.6729,0.433977455716586,3.9511279997549
"CtrlshRNA29031313088D",23.2506,-9.8067,11.2287,-3.1,-6.4816,6.5545,0.458937198067633,4.53721498881231
"CtrlshRNA29031313088E",22.8937,-9.4244,11.2541,-3.2372,-5.9349,6.4095,0.431025228126677,4.6182985648105
"CtrlshRNA29031313088F",22.362,-9.5362,10.814,-3.0948,-5.943,6.6947,0.45276435856146,4.68431610825585
"NFATc2shRNA19031313088G",22.5276,-9.2142,11.3378,-3.9043,-5.5241,6.0617,0.418411164787976,-4.71642793976177
"NFATc2shRNA19031313088H",22.6683,-9.5885,10.3875,-4.227,-5.5508,6.5183,0.418411164787976,-3.74679735659938
"NFATc2shRNA19031313088I",21.9337,-8.6847,10.9935,-4.5311,-5.059,5.7781,0.402039720880301,-4.99003150854841
"NFATc2shRNA29031313088J",21.1977,-9.0414,10.5806,-2.6885,-6.1052,6.046,0.418411164787976,-4.18458182967441
"NFATc2shRNA29031313088K",20.7533,-9.0026,10.7144,-3.5851,-5.8223,5.8473,0.42163177670424,-4.33576260144248
"NFATc2shRNA29031313088L",22.0964,-9.0991,10.6359,-3.464,-5.2177,5.9725,0.411969940955448,-3.63445098044324
